economy,series,Country,Series,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
CAN,SL.UEM.TOTL.MA.NE.ZS,Canada,"Unemployment, male (% of male labor force) (national estimate)",10.886,9.798,9.894,9.252,8.523,7.827,6.942,7.528,8.13,7.936,7.476,7.015,6.731,6.48,6.739,9.616,8.915,8.051,7.787,7.556,7.487,7.513,7.718,6.872,6.113,6.072,9.778,7.695,5.408
MEX,SL.UEM.TOTL.MA.NE.ZS,Mexico,"Unemployment, male (% of male labor force) (national estimate)",4.17,6.243,4.656,3.12,3.023,2.046,2.26,2.353,2.568,2.916,3.203,3.359,3.378,3.407,3.778,5.358,5.375,5.201,4.899,4.897,4.796,4.222,3.822,3.309,3.191,3.453,4.593,3.89,3.137
USA,SL.UEM.TOTL.MA.NE.ZS,United States,"Unemployment, male (% of male labor force) (national estimate)",6.175,5.633,5.435,4.937,4.416,4.115,3.9,4.799,5.931,6.271,5.641,5.072,4.619,4.726,6.1,10.294,10.521,9.374,8.225,7.638,6.262,5.369,4.94,4.396,3.947,3.722,7.797,5.468,3.681
CAN,SL.UEM.TOTL.ZS,Canada,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.395,9.489,9.62,9.1,8.278,7.583,6.829,7.219,7.665,7.574,7.185,6.758,6.484,6.156,6.284,8.46,8.178,7.637,7.392,7.143,7.023,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.279
MEX,SL.UEM.TOTL.ZS,Mexico,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.436,7.095,5.465,4.235,3.733,2.598,2.646,2.627,3.003,3.455,3.937,3.558,3.566,3.628,3.874,5.356,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.44,4.019,3.256
USA,SL.UEM.TOTL.ZS,United States,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.119,5.65,5.451,5.0,4.511,4.219,3.992,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65
CAN,SL.UEM.TOTL.NE.ZS,Canada,"Unemployment, total (% of total labor force) (national estimate)",10.395,9.489,9.62,9.1,8.278,7.583,6.829,7.219,7.665,7.574,7.185,6.758,6.484,6.156,6.284,8.46,8.178,7.637,7.392,7.143,7.023,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.279
MEX,SL.UEM.TOTL.NE.ZS,Mexico,"Unemployment, total (% of total labor force) (national estimate)",4.436,7.095,5.465,4.235,3.733,2.598,2.646,2.757,3.003,3.455,3.937,3.558,3.566,3.628,3.874,5.356,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.378,3.941,3.174
USA,SL.UEM.TOTL.NE.ZS,United States,"Unemployment, total (% of total labor force) (national estimate)",6.119,5.65,5.451,5.0,4.511,4.219,3.992,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65
CAN,SL.UEM.1524.FE.ZS,Canada,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",13.667,13.175,13.772,15.276,13.588,12.667,11.384,11.088,11.701,11.787,11.816,10.59,10.313,9.834,9.815,12.062,12.135,12.038,12.263,11.585,11.463,10.771,10.687,9.564,9.375,9.339,19.436,12.536,8.92
MEX,SL.UEM.1524.FE.ZS,Mexico,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",8.497,15.579,12.638,10.795,8.974,6.278,6.369,6.819,8.172,9.802,11.537,8.134,8.043,8.154,8.665,11.134,10.47,10.711,10.266,10.697,10.664,9.929,8.656,7.936,7.522,7.981,8.639,8.317,7.323
USA,SL.UEM.1524.FE.ZS,United States,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",11.82,11.781,11.416,10.917,9.731,9.451,8.864,9.541,11.031,11.34,10.909,10.056,9.617,9.353,11.085,14.766,15.735,15.657,14.611,13.881,12.139,10.365,9.303,8.05,7.632,7.294,14.794,8.85,7.428
CAN,SL.UEM.1524.FE.NE.ZS,Canada,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",13.679,13.184,13.782,15.288,13.598,12.676,11.393,11.098,11.712,11.799,11.829,10.6,10.32,9.841,9.822,12.076,12.151,12.053,12.277,11.595,11.474,10.784,10.7,9.572,9.38,9.344,19.436,12.531,8.916
MEX,SL.UEM.1524.FE.NE.ZS,Mexico,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",8.347,15.339,12.327,10.473,8.737,6.132,6.224,,8.262,9.88,11.509,8.196,8.094,8.198,8.716,11.229,10.504,10.757,10.319,10.762,10.785,10.015,8.718,7.984,7.564,8.013,8.67,8.294,7.187
USA,SL.UEM.1524.FE.NE.ZS,United States,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",11.799,11.771,11.428,10.929,9.757,9.462,8.922,9.612,11.103,11.419,10.975,10.131,9.695,9.432,11.183,14.886,15.835,15.73,14.661,13.925,12.173,10.402,9.34,8.088,7.671,7.342,14.836,8.9,7.466
CAN,SL.UEM.1524.MA.ZS,Canada,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",17.893,16.33,16.87,17.122,16.538,15.295,13.833,14.489,15.372,15.326,14.953,14.097,12.86,12.145,12.864,17.935,16.946,15.715,15.745,14.815,14.853,14.618,14.396,12.784,11.94,12.067,20.763,14.517,11.21
MEX,SL.UEM.1524.MA.ZS,Mexico,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",6.783,9.461,7.956,5.924,5.422,3.087,4.579,3.943,4.949,5.616,6.39,6.162,6.371,6.531,6.994,9.387,9.285,9.244,8.852,8.682,8.743,7.749,7.06,6.265,6.434,6.704,7.731,7.233,5.979
USA,SL.UEM.1524.MA.ZS,United States,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",13.166,12.521,12.666,11.87,11.022,10.269,9.631,11.31,12.718,13.243,12.549,12.266,11.124,11.442,14.208,19.943,20.674,18.691,17.616,17.036,14.538,12.769,11.434,10.3,9.495,9.359,14.979,10.474,8.719
CAN,SL.UEM.1524.MA.NE.ZS,Canada,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",17.902,16.336,16.878,17.128,16.548,15.302,13.842,14.5,15.389,15.345,14.969,14.11,12.866,12.154,12.877,17.96,16.972,15.74,15.76,14.823,14.862,14.632,14.41,12.79,11.937,12.064,20.741,14.49,11.178
MEX,SL.UEM.1524.MA.NE.ZS,Mexico,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",6.479,9.196,7.589,5.641,5.154,2.947,4.434,,4.954,5.607,6.363,6.174,6.407,6.553,7.024,9.412,9.296,9.267,8.871,8.713,8.768,7.777,7.089,6.285,6.463,6.736,7.693,7.14,5.9
USA,SL.UEM.1524.MA.NE.ZS,United States,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",13.199,12.558,12.722,11.905,11.063,10.298,9.716,11.427,12.82,13.355,12.639,12.386,11.236,11.554,14.359,20.127,20.827,18.745,17.647,17.053,14.541,12.776,11.445,10.321,9.519,9.405,15.001,10.524,8.763
CAN,SL.UEM.1524.ZS,Canada,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",15.894,14.832,15.402,16.254,15.139,14.053,12.669,12.869,13.618,13.624,13.443,12.393,11.617,11.022,11.378,15.059,14.575,13.915,14.036,13.243,13.203,12.759,12.597,11.236,10.709,10.744,20.125,13.557,10.082
MEX,SL.UEM.1524.ZS,Mexico,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",7.368,11.621,9.586,7.649,6.695,4.231,5.228,4.975,6.093,7.099,8.2,6.878,6.98,7.124,7.594,10.012,9.704,9.765,9.357,9.398,9.418,8.516,7.621,6.849,6.815,7.16,8.053,7.626,6.465
USA,SL.UEM.1524.ZS,United States,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",12.554,12.186,12.094,11.43,10.424,9.891,9.278,10.492,11.935,12.362,11.791,11.24,10.43,10.472,12.76,17.517,18.361,17.272,16.211,15.558,13.411,11.634,10.432,9.238,8.607,8.375,14.891,9.704,8.105
CAN,SL.UEM.1524.NE.ZS,Canada,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",15.898,14.836,15.407,16.26,15.145,14.057,12.674,12.874,13.625,13.632,13.451,12.399,11.62,11.026,11.382,15.066,14.586,13.926,14.045,13.248,13.21,12.768,12.607,11.239,10.708,10.743,20.112,13.541,10.067
MEX,SL.UEM.1524.NE.ZS,Mexico,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",7.101,11.326,9.239,7.376,6.436,4.086,5.083,,6.127,7.117,8.2,6.924,7.044,7.172,7.648,10.066,9.729,9.801,9.392,9.448,9.472,8.563,7.664,6.881,6.85,7.197,8.04,7.556,6.374
USA,SL.UEM.1524.NE.ZS,United States,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",12.539,12.188,12.109,11.442,10.441,9.898,9.338,10.558,11.996,12.428,11.847,11.309,10.508,10.543,12.846,17.601,18.424,17.309,16.211,15.546,13.397,11.624,10.427,9.237,8.613,8.392,14.92,9.73,8.129
CAN,SL.EMP.VULN.FE.ZS,Canada,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",8.48045392017008,8.57520011225275,9.13952020951337,10.0329957173367,10.1791316600681,9.72138507394614,9.06792624263562,8.25264828007748,8.55789102688055,8.53706034752609,8.32329524945145,8.43315972278302,8.36588137116608,8.45870028317558,8.41828477294466,9.00520814711526,8.71802642131806,8.62943648374607,8.72870736704705,8.97346944983247,8.87695266823998,8.98260617030427,8.88712845381916,8.99869220722992,9.2141491592748,9.07187304810583,9.74603838814435,8.62795633816184,8.49707460765271
MEX,SL.EMP.VULN.FE.ZS,Mexico,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",40.4804744798482,39.404446612938,37.0496884852079,39.8056040110355,36.6378424212167,36.1620420540004,33.4385111431882,33.8674931576804,34.9223066726634,35.6977526633158,35.2110544034867,33.321274543952,32.7638401691161,32.7437741179121,32.3404265527972,32.9573338048419,32.1158925023939,32.190969049355,31.9606516813564,31.3241538731993,30.4759651229179,30.4881820997656,30.1855515061564,29.0954410383544,29.1299989453863,30.0932936517541,26.9613331530323,29.4269335341928,29.3149155634599
USA,SL.EMP.VULN.FE.ZS,United States,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",3.67485348693997,3.58145823949369,3.55894077658232,3.50323038702422,3.34231006688353,3.22170004541614,3.17058161897492,3.15495334236786,3.11988999094006,3.23663020355941,3.22977405953457,3.17457485833028,3.13163436726054,3.06641055729351,2.97132492438323,3.04368197220324,3.07308510377592,3.02105280711018,3.01370085145341,2.97907088182021,2.93526887386198,2.96022953038346,2.94878859220554,2.91661228799224,2.93930375831713,2.86169017393588,2.99716776279877,3.21377442760808,3.03879463127457
CAN,SL.EMP.VULN.MA.ZS,Canada,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",10.1454834160016,10.2142445274162,10.9562493683081,12.0681559425612,12.4662854051793,12.4431999610059,11.861593811911,11.4501644904537,11.3739528811476,11.8282330703283,11.7867326920079,11.8056454220112,11.719357922401,12.0646463685019,12.0863799073078,12.6745370846706,12.471818160811,12.284332138085,12.2427665961572,12.0328150755437,12.0186710221208,11.8089945769341,11.9847885584466,11.8837779011122,11.8543466359617,11.9085716399532,12.1625371321646,11.4204484533741,10.9262733629498
MEX,SL.EMP.VULN.MA.ZS,Mexico,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",38.6215450891744,36.0557094090789,34.7230289662076,34.9981745797925,33.3085228286255,33.1239320236348,30.9428931328999,31.1337994675884,31.5573359791132,31.4949579488261,31.0561157536819,29.5046812455028,28.1232533388864,27.451912765245,26.8909579756561,28.0419990677466,26.9788416483928,26.7609527484491,26.1398004575016,26.5554719966515,26.3167700752524,25.8813142598931,25.2357931518342,25.3352146693619,25.1992355519747,25.0899952388254,24.7502399570286,25.3198645327229,25.0170868477759
USA,SL.EMP.VULN.MA.ZS,United States,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",5.72372241910081,5.57534659255266,5.53547304269174,5.42996528008999,5.21507832067714,4.99586946914529,4.90076118437609,4.85115185700272,4.8059153927562,4.96463746446185,4.96914487660058,4.87415342062133,4.77492459609144,4.61359694581311,4.48930759032198,4.62309738526096,4.63851355945103,4.51291737152305,4.50376754048091,4.42168702336089,4.33913452380475,4.35715293197703,4.34381863429204,4.26196145055293,4.29253513679774,4.1568542005024,4.37688069731824,4.53412606276363,4.35034992547202
CAN,SL.EMP.VULN.ZS,Canada,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",9.39529429087604,9.47409279415595,10.1345136166643,11.1471062489816,11.4235542400737,11.1991161228925,10.5817163896725,9.97770527386242,10.0686355283908,10.2960924811217,10.1718087486514,10.2343084430543,10.1525089919087,10.3715904488125,10.3617601770274,10.9266034658271,10.6878085534522,10.557430872956,10.5806406335789,10.5841016719758,10.5338604981132,10.4742940478862,10.5169785717211,10.5199059030333,10.6070375631131,10.5665085876385,11.0283671199502,10.103955915238,9.77438673712381
MEX,SL.EMP.VULN.ZS,Mexico,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",39.2087553710151,37.1349405112419,35.4757778594603,36.5923264219502,34.4193822626466,34.1343964357229,31.7856129943198,32.0512746256032,32.6969668996639,32.9305060921932,32.4967274299729,30.8592486340404,29.7965333163225,29.3741906330645,28.876354453656,29.8593204252477,28.8792759444862,28.7851021397003,28.3370696831361,28.3605228125823,27.8729293738868,27.6169688610309,27.1103362448946,26.7517960870642,26.6932716103141,27.0343560880069,25.6061586581632,26.9162397936806,26.7121632842737
USA,SL.EMP.VULN.ZS,United States,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",4.80418539973528,4.68057422707348,4.64758248892134,4.56207288007238,4.37225448997219,4.19698710365037,4.12207313457055,4.08592620535418,4.0440700650948,4.18039433332566,4.1830825815016,4.10705048133031,4.03348415647466,3.91393634414814,3.79882805728281,3.89433711044953,3.9173865406272,3.83116058828571,3.82743298683393,3.76777045039137,3.70386089223148,3.72689095090784,3.71515104447831,3.65445471833734,3.6815832903177,3.57091870418404,3.75528671251335,3.93662613521937,3.75593071122278
CAN,SL.EMP.WORK.FE.ZS,Canada,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",88.5734829702283,88.3880776164306,87.7845834834356,86.7893930319775,86.6806541089707,87.099284546539,87.6717492502638,88.8224614070199,88.4974403069712,88.6026094427461,88.7215504217958,88.5191953384217,88.6486930457851,88.7920510058893,88.8360926312068,88.3610450150957,88.7252787563629,88.673547401067,88.7473243898846,88.5177813521075,88.6393959569164,88.4541402827172,88.6176478871448,88.5145527580352,88.1886443526731,88.4392506700408,87.8859089701814,89.1356873347093,89.4671200138386
MEX,SL.EMP.WORK.FE.ZS,Mexico,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",58.0180229471088,59.1493597019555,60.9248772690203,58.5468022321029,61.4669403116914,61.9621827344892,64.597525992154,64.2688307929089,63.1659716954662,62.5495197569025,62.9009127435755,64.5947881691445,64.9222529103052,64.7877529887832,65.3455133266684,64.848310039517,65.6489613119457,65.3601230142158,65.6174853469581,66.3684396681663,67.3574710490985,67.2007406071869,67.5334299590215,68.4937530562273,68.292432441338,67.367959877919,70.4793121242847,67.808216498302,67.841960141976
USA,SL.EMP.WORK.FE.ZS,United States,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",94.6135092259553,94.7500702145417,94.7996180919731,94.8811895834801,95.1002897229964,95.2649549812058,95.3141169418375,95.341165474438,95.4010003217612,95.2379791539103,95.2354731778841,95.2985146682373,95.330906307281,95.4196573819261,95.5482254590116,95.4626172941735,95.4565402304248,95.5682824551994,95.5970468547816,95.6695135513515,95.7492656974943,95.7319389594971,95.7597326273631,95.815824591529,95.7878324210248,95.8965486624761,95.7976459133362,95.5120183225731,95.7379942749293
CAN,SL.EMP.WORK.MA.ZS,Canada,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",81.0990650204379,80.9921720552217,80.5095420411062,79.690580065068,79.5803619305766,79.6385786660645,80.6530326675565,81.2650531539755,81.6036605155278,81.109148544314,80.9431036634738,80.7871166747903,81.1927361550394,80.9319279123198,80.8636654734641,80.1971366016478,80.6020220728492,81.0648320720816,81.2484499886534,81.4678566951586,81.7424038107878,81.910413285778,81.8406768813313,82.1014557214845,82.0122831083072,82.30311442205,82.1432393516627,83.2122734770774,83.9001187230324
MEX,SL.EMP.WORK.MA.ZS,Mexico,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",55.81990161177,58.1258441084443,59.0386069353865,58.8848507952464,60.988403738203,61.6067773037994,63.5110272656295,63.0288521321786,62.6802455941895,62.9474412174188,63.4195933766531,64.3096806494323,65.4609123290659,66.0162243877377,67.0011733364923,66.1861037158298,67.1654289111725,67.0120818817644,67.9886077430576,67.645455737162,68.2567330174324,68.5363213714189,69.0385914059083,68.8051652810678,68.6281248884752,68.6834258295831,69.1102164465596,68.2697860286595,68.3519713089646
USA,SL.EMP.WORK.MA.ZS,United States,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",88.4211618502874,88.7503537257513,88.9132064822178,89.1380158946289,89.5635751094325,89.9493010225645,90.0796125712839,90.2001224135861,90.3621596744499,90.1029988697284,90.1091339804712,90.2530115722617,90.3503828381837,90.6015182229397,90.8412367307408,90.7171939775591,90.8181502586136,91.169523246737,91.2933275687013,91.5279758838391,91.739971214748,91.766474232868,91.8525451617136,92.0449126857113,92.0161720243586,92.2617112581136,91.9680272836768,91.6845261102042,92.040798000081
CAN,SL.EMP.WORK.ZS,Canada,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",84.4667187308198,84.3319792437976,83.800152773446,82.9032786417163,82.817426994909,83.0487022848096,83.8685537217054,84.745268644322,84.7991053791482,84.5975815629083,84.5700205980166,84.3897257771436,84.6764051145271,84.6223830950014,84.6120429475541,84.086122904013,84.4626247404895,84.6598849004712,84.795378100801,84.8062443712307,85.0019859009493,85.0005587497174,85.0519325776468,85.1331130325415,84.9301706945481,85.2061712896657,84.8385288433274,86.0048133237224,86.5398890769297
MEX,SL.EMP.WORK.ZS,Mexico,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",56.5142579737276,58.4557027371815,59.6488758184881,58.7727550527588,61.1480705002929,61.7249865791375,63.8779171279917,63.4450117357048,62.8447517909213,62.8115234681587,63.2397566865099,64.4108683618299,65.2666867602616,65.569980009043,66.3979692798512,65.6914910000301,66.6044185846233,66.3962811521836,67.0935523209827,67.1620776257451,67.9202749148683,68.0331348436955,68.4685650089722,68.6878476709919,68.5005335393934,68.1722117599738,69.6401961852361,68.0903787240316,68.1508198307459
USA,SL.EMP.WORK.ZS,United States,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",91.2003005996692,91.4427738543361,91.557478651978,91.7250110631351,92.0553291304404,92.3428616876242,92.4354639993753,92.5194613333127,92.6390046147359,92.4334704028378,92.4258463890256,92.5302946056083,92.5975562749926,92.7803521164486,92.982287737884,92.9067863873339,92.9548613426548,93.1796828811885,93.2467663535605,93.4052775206549,93.5542460417853,93.5556053336577,93.613311634747,93.7477080886652,93.7189854648623,93.9061203343153,93.6933629275889,93.41658464573,93.7164309936682
,,,Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Last Updated: 10/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
